Date,Factory,Product,Value
2025-03-31,Factory_1,Product_1,7368.0
2025-03-31,Factory_1,Product_2,4285.0
2025-03-31,Factory_2,Product_3,552.0
2025-03-31,Factory_2,Product_4,15931.0
2025-03-31,Factory_3,Product_5,5313.0
2025-03-31,Factory_3,Product_6,3422.0
2025-03-31,Factory_4,Product_8,13882.0
2025-03-31,Factory_5,Product_10,15226.0
2025-03-31,Factory_5,Product_9,2125.0
2025-04-01,Factory_1,Product_1,14912.0
2025-04-01,Factory_1,Product_2,3070.0
2025-04-01,Factory_2,Product_3,1105.0
2025-04-01,Factory_2,Product_4,30844.0
2025-04-01,Factory_3,Product_5,8130.0
2025-04-01,Factory_3,Product_6,8147.0
2025-04-01,Factory_4,Product_7,658.0
2025-04-01,Factory_4,Product_8,25685.0
2025-04-01,Factory_5,Product_10,30671.0
2025-04-01,Factory_5,Product_9,4227.0
2025-04-02,Factory_1,Product_1,22915.0
2025-04-02,Factory_1,Product_2,11587.0
2025-04-02,Factory_2,Product_3,1645.0
2025-04-02,Factory_2,Product_4,43301.0
2025-04-02,Factory_3,Product_5,3676.0
2025-04-02,Factory_3,Product_6,11061.0
2025-04-02,Factory_4,Product_7,10906.0
2025-04-02,Factory_4,Product_8,45369.0
2025-04-02,Factory_5,Product_10,14548.0
2025-04-02,Factory_5,Product_9,6917.0
2025-04-03,Factory_1,Product_1,32890.0
2025-04-03,Factory_2,Product_3,2295.0
2025-04-03,Factory_2,Product_4,57714.0
2025-04-03,Factory_3,Product_5,10255.0
2025-04-03,Factory_3,Product_6,4849.0
2025-04-03,Factory_4,Product_7,19657.0
2025-04-03,Factory_4,Product_8,12823.0
2025-04-03,Factory_5,Product_10,27798.0
2025-04-03,Factory_5,Product_9,9371.0
2025-04-04,Factory_1,Product_1,41023.0
2025-04-04,Factory_1,Product_2,5163.0
2025-04-04,Factory_2,Product_3,2624.0
2025-04-04,Factory_2,Product_4,39427.0
2025-04-04,Factory_3,Product_5,4993.0
2025-04-04,Factory_3,Product_6,8909.0
2025-04-04,Factory_4,Product_7,25485.0
2025-04-04,Factory_4,Product_8,4797.0
2025-04-04,Factory_5,Product_10,9936.0
2025-04-04,Factory_5,Product_9,10981.0
2025-04-05,Factory_1,Product_1,28354.0
2025-04-05,Factory_1,Product_2,5684.0
2025-04-05,Factory_2,Product_3,2653.0
2025-04-05,Factory_2,Product_4,10560.0
2025-04-05,Factory_3,Product_5,3139.0
2025-04-05,Factory_3,Product_6,9077.0
2025-04-05,Factory_4,Product_7,25892.0
2025-04-05,Factory_4,Product_8,5549.0
2025-04-05,Factory_5,Product_10,10719.0
2025-04-05,Factory_5,Product_9,7337.0
2025-04-06,Factory_1,Product_1,5916.0
2025-04-06,Factory_1,Product_2,6218.0
2025-04-06,Factory_2,Product_3,362.0
2025-04-06,Factory_2,Product_4,11088.0
2025-04-06,Factory_3,Product_5,3438.0
2025-04-06,Factory_3,Product_6,3074.0
2025-04-06,Factory_4,Product_7,5052.0
2025-04-06,Factory_4,Product_8,6407.0
2025-04-06,Factory_5,Product_10,11453.0
2025-04-06,Factory_5,Product_9,1278.0
