Date,Ship,Value
2025-12-08,Ship_724,16603.0
2025-12-09,Ship_724,2667.0
2025-12-09,Ship_728,9165.0
2025-12-10,Ship_724,23000.0
2025-12-10,Ship_728,23000.0
2025-12-10,Ship_721,6104.0
2025-12-11,Ship_727,5675.0
2025-12-11,Ship_716,23000.0
2025-12-11,Ship_722,11000.0
2025-12-11,Ship_719,10190.5
2025-12-12,Ship_717,2432.0
2025-12-12,Ship_716,15533.0
2025-12-12,Ship_722,7493.0
2025-12-12,Ship_719,10190.5
2025-12-13,Ship_720,9511.0
2025-12-13,Ship_715,23000.0
2025-12-13,Ship_718,19729.0
2025-12-13,Ship_723,11000.0
2025-12-13,Ship_726,3427.0
2025-12-14,Ship_715,15751.0
2025-12-14,Ship_718,35000.0
2025-12-14,Ship_725,23000.0
2025-12-14,Ship_729,21588.0
