Date,Ship,Value
2025-09-30,Ship_576,3656.0
2025-10-01,Ship_575,21101.0
2025-10-01,Ship_582,11000.0
2025-10-02,Ship_576,23000.0
2025-10-02,Ship_581,7550.0
2025-10-02,Ship_579,22817.5
2025-10-02,Ship_584,35000.0
2025-10-02,Ship_587,12939.0
2025-10-03,Ship_581,7550.0
2025-10-03,Ship_577,7021.0
2025-10-03,Ship_579,22817.5
2025-10-03,Ship_584,25812.0
2025-10-03,Ship_587,23000.0
2025-10-04,Ship_577,11000.0
2025-10-04,Ship_585,9022.0
2025-10-04,Ship_583,11000.0
2025-10-05,Ship_586,22615.0
2025-10-05,Ship_580,22366.0
2025-10-05,Ship_574,11000.0
2025-10-05,Ship_578,2129.0
2025-10-05,Ship_583,5513.0
