Date,Ship,Value
2025-04-08,Ship_216,7115.0
2025-04-09,Ship_216,11000.0
2025-04-09,Ship_211,1463.0
2025-04-10,Ship_218,34485.5
2025-04-10,Ship_210,17348.0
2025-04-10,Ship_214,10847.78
2025-04-10,Ship_212,23000.0
2025-04-11,Ship_218,34485.5
2025-04-11,Ship_210,35000.0
2025-04-11,Ship_214,12265.22
2025-04-11,Ship_212,11070.0
2025-04-11,Ship_219,10336.0
2025-04-12,Ship_220,28001.5
2025-04-12,Ship_213,9203.0
2025-04-12,Ship_215,8517.0
2025-04-12,Ship_209,20169.5
2025-04-13,Ship_217,22139.0
2025-04-13,Ship_220,28001.5
2025-04-13,Ship_213,11000.0
2025-04-13,Ship_215,8517.0
2025-04-13,Ship_209,20169.5
