Date,Ship,Value
2025-10-07,Ship_589,4003.0
2025-10-07,Ship_597,18172.0
2025-10-08,Ship_595,5176.0
2025-10-08,Ship_599,3246.0
2025-10-08,Ship_589,23000.0
2025-10-08,Ship_597,23000.0
2025-10-08,Ship_592,11000.0
2025-10-09,Ship_595,5176.0
2025-10-09,Ship_598,3315.0
2025-10-09,Ship_602,22196.0
2025-10-09,Ship_588,23000.0
2025-10-09,Ship_592,9730.0
2025-10-10,Ship_593,21015.0
2025-10-10,Ship_598,23000.0
2025-10-10,Ship_588,11435.0
2025-10-10,Ship_601,23000.0
2025-10-11,Ship_594,5790.0
2025-10-11,Ship_590,11000.0
2025-10-11,Ship_596,3110.0
2025-10-11,Ship_601,15007.0
2025-10-11,Ship_591,2465.0
2025-10-12,Ship_590,3915.0
2025-10-12,Ship_596,23000.0
2025-10-12,Ship_591,23000.0
2025-10-12,Ship_600,5953.0
