Date,Factory,Product,Value
2025-10-06,Factory_1,Product_1,6419.0
2025-10-06,Factory_1,Product_2,8617.0
2025-10-06,Factory_2,Product_3,380.0
2025-10-06,Factory_2,Product_4,12947.0
2025-10-06,Factory_3,Product_5,5285.0
2025-10-06,Factory_3,Product_6,3457.0
2025-10-06,Factory_4,Product_7,5401.0
2025-10-06,Factory_4,Product_8,13657.0
2025-10-06,Factory_5,Product_10,13592.0
2025-10-06,Factory_5,Product_9,2023.0
2025-10-07,Factory_1,Product_1,13578.0
2025-10-07,Factory_1,Product_2,16305.0
2025-10-07,Factory_2,Product_3,761.0
2025-10-07,Factory_2,Product_4,25502.0
2025-10-07,Factory_3,Product_5,9529.0
2025-10-07,Factory_3,Product_6,7005.0
2025-10-07,Factory_4,Product_7,11688.0
2025-10-07,Factory_4,Product_8,8651.0
2025-10-07,Factory_5,Product_10,26960.0
2025-10-07,Factory_5,Product_9,3826.0
2025-10-08,Factory_1,Product_1,21588.0
2025-10-08,Factory_1,Product_2,2222.0
2025-10-08,Factory_2,Product_3,1215.0
2025-10-08,Factory_2,Product_4,20547.0
2025-10-08,Factory_3,Product_5,13916.0
2025-10-08,Factory_3,Product_6,5431.0
2025-10-08,Factory_4,Product_7,16036.0
2025-10-08,Factory_4,Product_8,1381.0
2025-10-08,Factory_5,Product_10,40437.0
2025-10-08,Factory_5,Product_9,2618.0
2025-10-09,Factory_1,Product_1,6355.0
2025-10-09,Factory_1,Product_2,13671.0
2025-10-09,Factory_2,Product_3,1647.0
2025-10-09,Factory_2,Product_4,20921.0
2025-10-09,Factory_3,Product_5,18946.0
2025-10-09,Factory_3,Product_6,4066.0
2025-10-09,Factory_4,Product_7,22490.0
2025-10-09,Factory_4,Product_8,12754.0
2025-10-09,Factory_5,Product_10,30959.0
2025-10-09,Factory_5,Product_9,4611.0
2025-10-10,Factory_1,Product_1,2291.0
2025-10-10,Factory_1,Product_2,21315.0
2025-10-10,Factory_2,Product_3,2075.0
2025-10-10,Factory_2,Product_4,31271.0
2025-10-10,Factory_3,Product_5,2382.0
2025-10-10,Factory_3,Product_6,7520.0
2025-10-10,Factory_4,Product_7,29462.0
2025-10-10,Factory_4,Product_8,4753.0
2025-10-10,Factory_5,Product_10,19891.0
2025-10-10,Factory_5,Product_9,6804.0
2025-10-11,Factory_1,Product_1,2671.0
2025-10-11,Factory_1,Product_2,10814.0
2025-10-11,Factory_2,Product_3,2100.0
2025-10-11,Factory_2,Product_4,29197.0
2025-10-11,Factory_3,Product_5,2655.0
2025-10-11,Factory_3,Product_6,1910.0
2025-10-11,Factory_4,Product_7,26652.0
2025-10-11,Factory_4,Product_8,5362.0
2025-10-11,Factory_5,Product_10,5432.0
2025-10-11,Factory_5,Product_9,6891.0
2025-10-12,Factory_1,Product_1,3042.0
2025-10-12,Factory_1,Product_2,7379.0
2025-10-12,Factory_2,Product_3,2124.0
2025-10-12,Factory_2,Product_4,6735.0
2025-10-12,Factory_3,Product_5,2867.0
2025-10-12,Factory_3,Product_6,2071.0
2025-10-12,Factory_4,Product_7,4050.0
2025-10-12,Factory_4,Product_8,5932.0
2025-10-12,Factory_5,Product_10,5864.0
2025-10-12,Factory_5,Product_9,1034.0
