Date,Ship,Value
2025-10-14,Ship_613,23000.0
2025-10-14,Ship_607,7945.0
2025-10-15,Ship_613,2508.0
2025-10-15,Ship_610,11000.0
2025-10-15,Ship_603,10369.0
2025-10-15,Ship_607,23000.0
2025-10-16,Ship_612,5308.0
2025-10-16,Ship_608,6010.0
2025-10-16,Ship_610,1478.0
2025-10-16,Ship_615,4255.0
2025-10-16,Ship_604,23000.0
2025-10-17,Ship_612,23000.0
2025-10-17,Ship_608,11000.0
2025-10-17,Ship_603,23000.0
2025-10-17,Ship_611,5194.0
2025-10-17,Ship_616,4943.0
2025-10-18,Ship_606,2000.0
2025-10-18,Ship_617,28065.5
2025-10-18,Ship_611,11000.0
2025-10-18,Ship_614,23000.0
2025-10-18,Ship_605,3104.0
2025-10-19,Ship_617,28065.5
2025-10-19,Ship_614,11719.0
2025-10-19,Ship_605,11000.0
2025-10-19,Ship_609,9813.0
