Date,Ship,Value
2025-03-03,Ship_141,2856.0
2025-03-04,Ship_141,11000.0
2025-03-05,Ship_132,21613.0
2025-03-05,Ship_138,6269.0
2025-03-05,Ship_143,7434.0
2025-03-05,Ship_140,10934.0
2025-03-06,Ship_134,22459.0
2025-03-06,Ship_136,35000.0
2025-03-06,Ship_142,33209.0
2025-03-06,Ship_145,35000.0
2025-03-07,Ship_134,22459.0
2025-03-07,Ship_136,22216.0
2025-03-07,Ship_137,23000.0
2025-03-07,Ship_142,47000.0
2025-03-07,Ship_145,24197.0
2025-03-08,Ship_135,2383.0
2025-03-08,Ship_140,9095.0
2025-03-08,Ship_133,8434.0
2025-03-09,Ship_133,8434.0
2025-03-09,Ship_139,8455.0
2025-03-09,Ship_144,4168.0
