Date,Ship,Value
2025-08-12,Ship_474,7254.0
2025-08-12,Ship_468,4008.0
2025-08-12,Ship_481,10930.0
2025-08-12,Ship_471,5692.0
2025-08-12,Ship_478,13457.0
2025-08-13,Ship_468,11000.0
2025-08-13,Ship_481,23000.0
2025-08-13,Ship_471,23000.0
2025-08-13,Ship_478,23000.0
2025-08-14,Ship_473,11000.0
2025-08-14,Ship_476,11000.0
2025-08-14,Ship_469,15068.0
2025-08-15,Ship_470,2202.0
2025-08-15,Ship_473,2427.0
2025-08-15,Ship_477,11000.0
2025-08-15,Ship_480,9490.0
2025-08-15,Ship_469,23000.0
2025-08-16,Ship_482,23000.0
2025-08-16,Ship_479,23000.0
2025-08-16,Ship_472,11000.0
2025-08-16,Ship_475,8435.5
2025-08-16,Ship_467,9198.5
2025-08-17,Ship_482,536.0
2025-08-17,Ship_479,5076.0
2025-08-17,Ship_472,6364.0
2025-08-17,Ship_475,8435.5
2025-08-17,Ship_467,9198.5
