Date,Factory,Product,Value
2025-08-11,Factory_1,Product_1,6991.0
2025-08-11,Factory_1,Product_2,7167.0
2025-08-11,Factory_2,Product_3,468.0
2025-08-11,Factory_2,Product_4,8450.0
2025-08-11,Factory_3,Product_5,4892.0
2025-08-11,Factory_3,Product_6,4983.0
2025-08-11,Factory_4,Product_7,7109.0
2025-08-11,Factory_4,Product_8,16304.0
2025-08-11,Factory_5,Product_10,14572.0
2025-08-11,Factory_5,Product_9,2506.0
2025-08-12,Factory_1,Product_1,10644.0
2025-08-12,Factory_1,Product_2,14853.0
2025-08-12,Factory_2,Product_3,965.0
2025-08-12,Factory_2,Product_4,14158.0
2025-08-12,Factory_3,Product_5,3283.0
2025-08-12,Factory_3,Product_6,8658.0
2025-08-12,Factory_4,Product_7,11339.0
2025-08-12,Factory_4,Product_8,17694.0
2025-08-12,Factory_5,Product_10,16842.0
2025-08-12,Factory_5,Product_9,4552.0
2025-08-13,Factory_1,Product_1,5884.0
2025-08-13,Factory_1,Product_2,23750.0
2025-08-13,Factory_2,Product_3,1546.0
2025-08-13,Factory_2,Product_4,3761.0
2025-08-13,Factory_3,Product_5,7867.0
2025-08-13,Factory_3,Product_6,12441.0
2025-08-13,Factory_4,Product_7,16017.0
2025-08-13,Factory_4,Product_8,8910.0
2025-08-13,Factory_5,Product_10,5782.0
2025-08-13,Factory_5,Product_9,6605.0
2025-08-14,Factory_1,Product_1,13161.0
2025-08-14,Factory_1,Product_2,17429.0
2025-08-14,Factory_2,Product_3,2022.0
2025-08-14,Factory_2,Product_4,15235.0
2025-08-14,Factory_3,Product_5,670.0
2025-08-14,Factory_3,Product_6,15658.0
2025-08-14,Factory_4,Product_7,11225.0
2025-08-14,Factory_4,Product_8,22931.0
2025-08-14,Factory_5,Product_10,19113.0
2025-08-14,Factory_5,Product_9,8306.0
2025-08-15,Factory_1,Product_1,21512.0
2025-08-15,Factory_1,Product_2,5058.0
2025-08-15,Factory_2,Product_3,216.0
2025-08-15,Factory_2,Product_4,23595.0
2025-08-15,Factory_3,Product_5,2183.0
2025-08-15,Factory_3,Product_6,18185.0
2025-08-15,Factory_4,Product_7,8201.0
2025-08-15,Factory_4,Product_8,36791.0
2025-08-15,Factory_5,Product_10,31478.0
2025-08-15,Factory_5,Product_9,907.0
2025-08-16,Factory_1,Product_1,12783.5
2025-08-16,Factory_1,Product_2,5548.0
2025-08-16,Factory_2,Product_3,239.0
2025-08-16,Factory_2,Product_4,13133.0
2025-08-16,Factory_3,Product_5,2411.0
2025-08-16,Factory_3,Product_6,9907.5
2025-08-16,Factory_4,Product_7,8503.0
2025-08-16,Factory_4,Product_8,14429.0
2025-08-16,Factory_5,Product_10,9102.0
2025-08-16,Factory_5,Product_9,1003.0
2025-08-17,Factory_1,Product_1,3939.0
2025-08-17,Factory_1,Product_2,5895.0
2025-08-17,Factory_2,Product_3,262.0
2025-08-17,Factory_2,Product_4,7377.0
2025-08-17,Factory_3,Product_5,2612.0
2025-08-17,Factory_3,Product_6,1617.0
2025-08-17,Factory_4,Product_7,8831.0
2025-08-17,Factory_4,Product_8,10003.0
2025-08-17,Factory_5,Product_10,9250.0
2025-08-17,Factory_5,Product_9,1092.0
