Date,Ship,Value
2025-04-15,Ship_231,3659.0
2025-04-15,Ship_225,5064.0
2025-04-16,Ship_231,11000.0
2025-04-16,Ship_225,23000.0
2025-04-16,Ship_236,13961.0
2025-04-16,Ship_226,11000.0
2025-04-17,Ship_232,25503.0
2025-04-17,Ship_222,35000.0
2025-04-17,Ship_224,17982.0
2025-04-17,Ship_229,6984.0
2025-04-17,Ship_236,23000.0
2025-04-18,Ship_232,47000.0
2025-04-18,Ship_222,14177.0
2025-04-18,Ship_224,10368.0
2025-04-18,Ship_228,9981.0
2025-04-18,Ship_234,4168.0
2025-04-19,Ship_221,14916.0
2025-04-19,Ship_227,11000.0
2025-04-19,Ship_230,11000.0
2025-04-19,Ship_235,23000.0
2025-04-20,Ship_221,23000.0
2025-04-20,Ship_223,2664.0
2025-04-20,Ship_233,6205.0
