Date,Ship,Value
2025-06-30,Ship_383,6573.0
2025-07-01,Ship_380,4566.0
2025-07-02,Ship_380,11000.0
2025-07-03,Ship_383,23000.0
2025-07-03,Ship_388,23000.0
2025-07-03,Ship_387,7333.0
2025-07-04,Ship_384,2322.0
2025-07-04,Ship_381,23000.0
2025-07-04,Ship_388,8414.0
2025-07-04,Ship_391,29834.5
2025-07-04,Ship_387,11000.0
2025-07-05,Ship_385,35000.0
2025-07-05,Ship_389,35000.0
2025-07-05,Ship_391,29834.5
2025-07-05,Ship_382,9335.0
2025-07-06,Ship_385,12703.0
2025-07-06,Ship_386,23000.0
2025-07-06,Ship_389,32714.0
2025-07-06,Ship_390,9393.0
2025-07-06,Ship_382,11000.0
