Date,Factory,Product,Value
2025-09-22,Factory_1,Product_1,6877.0
2025-09-22,Factory_1,Product_2,8771.0
2025-09-22,Factory_2,Product_3,447.0
2025-09-22,Factory_2,Product_4,11217.0
2025-09-22,Factory_3,Product_5,4742.0
2025-09-22,Factory_3,Product_6,3750.0
2025-09-22,Factory_4,Product_7,5077.0
2025-09-22,Factory_4,Product_8,13285.0
2025-09-22,Factory_5,Product_10,11611.0
2025-09-22,Factory_5,Product_9,1497.0
2025-09-23,Factory_1,Product_1,7397.5
2025-09-23,Factory_1,Product_2,17672.0
2025-09-23,Factory_2,Product_3,848.0
2025-09-23,Factory_2,Product_4,20036.0
2025-09-23,Factory_3,Product_5,9526.0
2025-09-23,Factory_3,Product_6,7542.0
2025-09-23,Factory_4,Product_7,10102.0
2025-09-23,Factory_4,Product_8,30537.0
2025-09-23,Factory_5,Product_10,23293.0
2025-09-23,Factory_5,Product_9,3165.0
2025-09-24,Factory_1,Product_1,7437.0
2025-09-24,Factory_1,Product_2,25301.0
2025-09-24,Factory_2,Product_3,1270.0
2025-09-24,Factory_2,Product_4,32761.0
2025-09-24,Factory_3,Product_5,14176.0
2025-09-24,Factory_3,Product_6,1401.0
2025-09-24,Factory_4,Product_7,16213.0
2025-09-24,Factory_4,Product_8,47951.0
2025-09-24,Factory_5,Product_10,36096.0
2025-09-24,Factory_5,Product_9,1982.0
2025-09-25,Factory_1,Product_1,17562.0
2025-09-25,Factory_1,Product_2,12254.0
2025-09-25,Factory_2,Product_3,1763.0
2025-09-25,Factory_2,Product_4,10351.0
2025-09-25,Factory_3,Product_5,15939.0
2025-09-25,Factory_3,Product_6,3844.0
2025-09-25,Factory_4,Product_8,58088.0
2025-09-25,Factory_5,Product_10,49206.0
2025-09-26,Factory_1,Product_1,27084.0
2025-09-26,Factory_1,Product_2,5798.0
2025-09-26,Factory_2,Product_3,2213.0
2025-09-26,Factory_2,Product_4,7153.0
2025-09-26,Factory_3,Product_5,20370.0
2025-09-26,Factory_3,Product_6,1533.0
2025-09-26,Factory_4,Product_7,2413.0
2025-09-26,Factory_4,Product_8,76648.0
2025-09-26,Factory_5,Product_10,47991.0
2025-09-26,Factory_5,Product_9,1868.0
2025-09-27,Factory_1,Product_1,27491.0
2025-09-27,Factory_1,Product_2,6153.0
2025-09-27,Factory_2,Product_3,2237.0
2025-09-27,Factory_2,Product_4,7563.0
2025-09-27,Factory_3,Product_5,9643.0
2025-09-27,Factory_3,Product_6,1707.0
2025-09-27,Factory_4,Product_7,2689.0
2025-09-27,Factory_4,Product_8,43776.5
2025-09-27,Factory_5,Product_10,25659.0
2025-09-27,Factory_5,Product_9,1978.0
2025-09-28,Factory_1,Product_1,5840.0
2025-09-28,Factory_1,Product_2,6659.0
2025-09-28,Factory_2,Product_3,183.0
2025-09-28,Factory_2,Product_4,8159.0
2025-09-28,Factory_3,Product_5,2284.0
2025-09-28,Factory_3,Product_6,1831.0
2025-09-28,Factory_4,Product_7,2981.0
2025-09-28,Factory_4,Product_8,11096.0
2025-09-28,Factory_5,Product_10,5011.0
2025-09-28,Factory_5,Product_9,2054.0
