Date,Ship,Value
2025-09-23,Ship_560,7555.5
2025-09-24,Ship_570,3109.0
2025-09-24,Ship_560,7555.5
2025-09-24,Ship_566,9090.0
2025-09-25,Ship_571,3547.0
2025-09-25,Ship_561,23000.0
2025-09-25,Ship_563,35000.0
2025-09-25,Ship_565,2002.0
2025-09-25,Ship_568,21352.0
2025-09-26,Ship_567,6439.0
2025-09-26,Ship_561,16331.0
2025-09-26,Ship_573,11777.0
2025-09-26,Ship_563,15330.0
2025-09-26,Ship_568,3181.0
2025-09-27,Ship_569,33454.5
2025-09-27,Ship_573,23000.0
2025-09-27,Ship_565,11000.0
2025-09-28,Ship_564,7550.0
2025-09-28,Ship_569,33454.5
2025-09-28,Ship_559,21992.0
2025-09-28,Ship_562,2079.0
2025-09-28,Ship_572,21261.0
