Date,Ship,Value
2025-02-24,Ship_131,6979.0
2025-02-24,Ship_123,4665.0
2025-02-25,Ship_131,19902.0
2025-02-25,Ship_123,3388.0
2025-02-25,Ship_121,21465.0
2025-02-26,Ship_118,23000.0
2025-02-26,Ship_125,7589.0
2025-02-27,Ship_130,15552.0
2025-02-27,Ship_119,16567.0
2025-02-27,Ship_128,37539.0
2025-02-27,Ship_122,8715.0
2025-02-28,Ship_130,23000.0
2025-02-28,Ship_119,35000.0
2025-02-28,Ship_128,37539.0
2025-02-28,Ship_126,10402.0
2025-02-28,Ship_122,23000.0
2025-03-01,Ship_127,16308.0
2025-03-01,Ship_118,19283.0
2025-03-01,Ship_124,11000.0
2025-03-02,Ship_127,16308.0
2025-03-02,Ship_129,10192.0
2025-03-02,Ship_120,2257.0
2025-03-02,Ship_124,1815.0
