Date,Factory,Product,Value
2025-05-12,Factory_1,Product_1,10377.0
2025-05-12,Factory_1,Product_2,9772.0
2025-05-12,Factory_2,Product_3,506.0
2025-05-12,Factory_2,Product_4,10436.0
2025-05-12,Factory_3,Product_5,5952.0
2025-05-12,Factory_3,Product_6,3848.0
2025-05-12,Factory_4,Product_7,9132.0
2025-05-12,Factory_4,Product_8,7740.0
2025-05-12,Factory_5,Product_10,16729.0
2025-05-12,Factory_5,Product_9,2113.0
2025-05-13,Factory_1,Product_1,22344.0
2025-05-13,Factory_1,Product_2,18249.0
2025-05-13,Factory_2,Product_3,997.0
2025-05-13,Factory_2,Product_4,23278.0
2025-05-13,Factory_3,Product_5,2373.0
2025-05-13,Factory_3,Product_6,7713.0
2025-05-13,Factory_4,Product_7,16797.0
2025-05-13,Factory_5,Product_10,29026.0
2025-05-13,Factory_5,Product_9,4156.0
2025-05-14,Factory_1,Product_1,35564.0
2025-05-14,Factory_1,Product_2,1536.0
2025-05-14,Factory_2,Product_3,1531.0
2025-05-14,Factory_2,Product_4,36563.0
2025-05-14,Factory_3,Product_5,7189.0
2025-05-14,Factory_3,Product_6,11274.0
2025-05-14,Factory_4,Product_7,14384.0
2025-05-14,Factory_4,Product_8,19514.0
2025-05-14,Factory_5,Product_10,49500.0
2025-05-14,Factory_5,Product_9,1176.0
2025-05-15,Factory_1,Product_1,33231.0
2025-05-15,Factory_1,Product_2,11566.0
2025-05-15,Factory_2,Product_3,2091.0
2025-05-15,Factory_2,Product_4,47710.0
2025-05-15,Factory_3,Product_5,12870.0
2025-05-15,Factory_3,Product_6,4921.0
2025-05-15,Factory_4,Product_7,11212.0
2025-05-15,Factory_4,Product_8,37932.0
2025-05-15,Factory_5,Product_10,64691.0
2025-05-15,Factory_5,Product_9,3844.0
2025-05-16,Factory_1,Product_1,6048.0
2025-05-16,Factory_1,Product_2,26435.0
2025-05-16,Factory_2,Product_3,2546.0
2025-05-16,Factory_2,Product_4,34055.5
2025-05-16,Factory_3,Product_5,8565.0
2025-05-16,Factory_3,Product_6,9058.0
2025-05-16,Factory_4,Product_7,5928.0
2025-05-16,Factory_4,Product_8,55222.0
2025-05-16,Factory_5,Product_10,79877.0
2025-05-16,Factory_5,Product_9,1416.0
2025-05-17,Factory_1,Product_1,6360.0
2025-05-17,Factory_1,Product_2,17053.0
2025-05-17,Factory_2,Product_3,2576.0
2025-05-17,Factory_2,Product_4,8399.0
2025-05-17,Factory_3,Product_5,3731.0
2025-05-17,Factory_3,Product_6,9255.0
2025-05-17,Factory_4,Product_7,6315.0
2025-05-17,Factory_4,Product_8,33043.0
2025-05-17,Factory_5,Product_10,44784.0
2025-05-17,Factory_5,Product_9,1571.0
2025-05-18,Factory_1,Product_1,6836.0
2025-05-18,Factory_1,Product_2,6552.0
2025-05-18,Factory_2,Product_3,324.0
2025-05-18,Factory_2,Product_4,9088.0
2025-05-18,Factory_3,Product_5,3956.0
2025-05-18,Factory_3,Product_6,1841.0
2025-05-18,Factory_4,Product_7,6685.0
2025-05-18,Factory_4,Product_8,19048.0
2025-05-18,Factory_5,Product_10,9835.0
2025-05-18,Factory_5,Product_9,1687.0
