Date,Factory,Product,Value
2025-12-01,Factory_1,Product_1,5329.0
2025-12-01,Factory_1,Product_2,8237.0
2025-12-01,Factory_2,Product_3,461.0
2025-12-01,Factory_2,Product_4,11039.0
2025-12-01,Factory_3,Product_5,5032.0
2025-12-01,Factory_3,Product_6,4194.0
2025-12-01,Factory_4,Product_7,7726.0
2025-12-01,Factory_4,Product_8,11652.0
2025-12-01,Factory_5,Product_10,16562.0
2025-12-01,Factory_5,Product_9,2036.0
2025-12-02,Factory_1,Product_1,13833.0
2025-12-02,Factory_1,Product_2,16582.0
2025-12-02,Factory_2,Product_3,857.0
2025-12-02,Factory_2,Product_4,21496.0
2025-12-02,Factory_3,Product_5,10438.0
2025-12-02,Factory_3,Product_6,9225.0
2025-12-02,Factory_4,Product_7,14864.0
2025-12-02,Factory_4,Product_8,19167.0
2025-12-02,Factory_5,Product_10,17381.0
2025-12-02,Factory_5,Product_9,3714.0
2025-12-03,Factory_1,Product_1,22067.0
2025-12-03,Factory_1,Product_2,4073.0
2025-12-03,Factory_2,Product_3,1317.0
2025-12-03,Factory_2,Product_4,27738.0
2025-12-03,Factory_3,Product_5,15284.0
2025-12-03,Factory_3,Product_6,11860.0
2025-12-03,Factory_4,Product_7,21719.0
2025-12-03,Factory_4,Product_8,10617.0
2025-12-03,Factory_5,Product_10,5358.0
2025-12-03,Factory_5,Product_9,5824.0
2025-12-04,Factory_1,Product_1,12145.0
2025-12-04,Factory_1,Product_2,13446.0
2025-12-04,Factory_2,Product_3,1680.0
2025-12-04,Factory_2,Product_4,23168.0
2025-12-04,Factory_3,Product_5,20058.0
2025-12-04,Factory_3,Product_6,15017.0
2025-12-04,Factory_4,Product_7,28486.0
2025-12-04,Factory_4,Product_8,70.0
2025-12-04,Factory_5,Product_10,20476.0
2025-12-04,Factory_5,Product_9,2870.0
2025-12-05,Factory_1,Product_1,3711.0
2025-12-05,Factory_1,Product_2,24100.0
2025-12-05,Factory_2,Product_3,2092.0
2025-12-05,Factory_2,Product_4,22609.0
2025-12-05,Factory_3,Product_5,25223.0
2025-12-05,Factory_3,Product_6,10286.5
2025-12-05,Factory_4,Product_7,34945.0
2025-12-05,Factory_4,Product_8,7973.0
2025-12-05,Factory_5,Product_10,34475.0
2025-12-05,Factory_5,Product_9,1230.0
2025-12-06,Factory_1,Product_1,3994.0
2025-12-06,Factory_1,Product_2,5868.0
2025-12-06,Factory_2,Product_3,2117.0
2025-12-06,Factory_2,Product_4,14145.0
2025-12-06,Factory_3,Product_5,25405.0
2025-12-06,Factory_3,Product_6,2484.0
2025-12-06,Factory_4,Product_7,12329.0
2025-12-06,Factory_4,Product_8,8630.0
2025-12-06,Factory_5,Product_10,12185.0
2025-12-06,Factory_5,Product_9,1337.0
2025-12-07,Factory_1,Product_1,4368.0
2025-12-07,Factory_1,Product_2,6406.0
2025-12-07,Factory_2,Product_3,2146.0
2025-12-07,Factory_2,Product_4,5769.0
2025-12-07,Factory_3,Product_5,3096.0
2025-12-07,Factory_3,Product_6,2634.0
2025-12-07,Factory_4,Product_7,3758.0
2025-12-07,Factory_4,Product_8,9197.0
2025-12-07,Factory_5,Product_10,8333.0
2025-12-07,Factory_5,Product_9,1396.0
