Date,Ship,Value
2025-11-18,Ship_676,11444.55
2025-11-18,Ship_679,13542.0
2025-11-18,Ship_682,6367.0
2025-11-19,Ship_676,13209.45
2025-11-19,Ship_678,21971.0
2025-11-19,Ship_688,11787.0
2025-11-19,Ship_684,11000.0
2025-11-20,Ship_674,23000.0
2025-11-20,Ship_679,11298.0
2025-11-20,Ship_688,11787.0
2025-11-20,Ship_684,5551.0
2025-11-21,Ship_674,11723.0
2025-11-21,Ship_683,11000.0
2025-11-21,Ship_686,8844.0
2025-11-22,Ship_679,6008.0
2025-11-22,Ship_681,9214.0
2025-11-22,Ship_675,3917.0
2025-11-22,Ship_685,23998.0
2025-11-22,Ship_687,14367.0
2025-11-23,Ship_675,11000.0
2025-11-23,Ship_680,22690.0
2025-11-23,Ship_685,47000.0
2025-11-23,Ship_687,14367.0
