Date,Ship,Value
2025-07-14,Ship_407,6646.0
2025-07-15,Ship_411,13832.8
2025-07-15,Ship_415,5314.0
2025-07-15,Ship_418,13035.0
2025-07-15,Ship_407,11000.0
2025-07-16,Ship_411,14586.2
2025-07-16,Ship_418,23000.0
2025-07-17,Ship_409,2195.0
2025-07-17,Ship_406,11000.0
2025-07-17,Ship_412,4133.0
2025-07-17,Ship_417,11000.0
2025-07-18,Ship_421,29968.0
2025-07-18,Ship_408,35000.0
2025-07-18,Ship_412,11000.0
2025-07-18,Ship_416,11000.0
2025-07-19,Ship_421,29968.0
2025-07-19,Ship_419,11292.0
2025-07-19,Ship_408,10974.0
2025-07-19,Ship_410,9550.5
2025-07-19,Ship_413,10482.0
2025-07-20,Ship_419,23000.0
2025-07-20,Ship_420,9727.0
2025-07-20,Ship_406,8752.0
2025-07-20,Ship_410,9550.5
2025-07-20,Ship_414,9383.0
