Date,Factory,Product,Value
2025-07-14,Factory_1,Product_1,2166.0
2025-07-14,Factory_1,Product_2,11072.0
2025-07-14,Factory_2,Product_3,491.0
2025-07-14,Factory_2,Product_4,13010.0
2025-07-14,Factory_3,Product_5,7100.0
2025-07-14,Factory_3,Product_6,2843.0
2025-07-14,Factory_4,Product_7,4805.0
2025-07-14,Factory_4,Product_8,12063.0
2025-07-14,Factory_5,Product_10,15255.0
2025-07-14,Factory_5,Product_9,2173.0
2025-07-15,Factory_1,Product_1,1307.0
2025-07-15,Factory_1,Product_2,20783.0
2025-07-15,Factory_2,Product_3,1013.0
2025-07-15,Factory_2,Product_4,7979.2
2025-07-15,Factory_3,Product_5,11458.0
2025-07-15,Factory_3,Product_6,1481.0
2025-07-15,Factory_4,Product_7,12321.0
2025-07-15,Factory_4,Product_8,15114.0
2025-07-15,Factory_5,Product_10,29799.0
2025-07-15,Factory_5,Product_9,4297.0
2025-07-16,Factory_1,Product_1,9779.0
2025-07-16,Factory_1,Product_2,29743.0
2025-07-16,Factory_2,Product_3,1587.0
2025-07-16,Factory_2,Product_4,3758.0
2025-07-16,Factory_3,Product_5,16588.0
2025-07-16,Factory_3,Product_6,3698.0
2025-07-16,Factory_4,Product_7,17416.0
2025-07-16,Factory_4,Product_8,7497.0
2025-07-16,Factory_5,Product_10,43401.0
2025-07-16,Factory_5,Product_9,6572.0
2025-07-17,Factory_1,Product_1,7929.0
2025-07-17,Factory_1,Product_2,40474.0
2025-07-17,Factory_2,Product_4,13250.0
2025-07-17,Factory_3,Product_5,19060.0
2025-07-17,Factory_3,Product_6,7440.0
2025-07-17,Factory_4,Product_7,13503.0
2025-07-17,Factory_4,Product_8,23773.0
2025-07-17,Factory_5,Product_10,56634.0
2025-07-17,Factory_5,Product_9,8800.0
2025-07-18,Factory_1,Product_1,13697.0
2025-07-18,Factory_1,Product_2,15652.0
2025-07-18,Factory_2,Product_3,509.0
2025-07-18,Factory_2,Product_4,23057.0
2025-07-18,Factory_3,Product_5,14181.0
2025-07-18,Factory_3,Product_6,10804.0
2025-07-18,Factory_4,Product_7,8364.0
2025-07-18,Factory_4,Product_8,40288.0
2025-07-18,Factory_5,Product_10,39238.0
2025-07-18,Factory_5,Product_9,10930.0
2025-07-19,Factory_1,Product_1,14110.0
2025-07-19,Factory_1,Product_2,5065.0
2025-07-19,Factory_2,Product_3,535.0
2025-07-19,Factory_2,Product_4,14083.5
2025-07-19,Factory_3,Product_5,3931.0
2025-07-19,Factory_3,Product_6,11020.0
2025-07-19,Factory_4,Product_7,8643.0
2025-07-19,Factory_4,Product_8,29649.0
2025-07-19,Factory_5,Product_10,9802.0
2025-07-19,Factory_5,Product_9,11041.0
2025-07-20,Factory_1,Product_1,5721.0
2025-07-20,Factory_1,Product_2,5553.0
2025-07-20,Factory_2,Product_3,555.0
2025-07-20,Factory_2,Product_4,4926.0
2025-07-20,Factory_3,Product_5,4198.0
2025-07-20,Factory_3,Product_6,1804.0
2025-07-20,Factory_4,Product_7,8958.0
2025-07-20,Factory_4,Product_8,7200.0
2025-07-20,Factory_5,Product_10,10358.0
2025-07-20,Factory_5,Product_9,1416.0
