Date,Ship,Value
2025-08-04,Ship_463,15388.0
2025-08-05,Ship_462,11000.0
2025-08-06,Ship_463,17179.0
2025-08-06,Ship_456,9560.5
2025-08-07,Ship_464,12447.0
2025-08-07,Ship_454,23000.0
2025-08-07,Ship_456,9560.5
2025-08-08,Ship_455,2152.0
2025-08-08,Ship_458,21837.0
2025-08-08,Ship_464,23000.0
2025-08-08,Ship_465,9458.0
2025-08-08,Ship_454,17869.0
2025-08-09,Ship_461,7262.0
2025-08-09,Ship_459,6239.0
2025-08-09,Ship_453,14064.0
2025-08-09,Ship_457,15519.0
2025-08-09,Ship_466,28470.5
2025-08-10,Ship_461,11000.0
2025-08-10,Ship_453,23000.0
2025-08-10,Ship_457,15519.0
2025-08-10,Ship_460,10071.0
2025-08-10,Ship_466,28470.5
