Date,Ship,Value
2025-04-21,Ship_246,9810.0
2025-04-22,Ship_238,11686.0
2025-04-22,Ship_246,4978.0
2025-04-22,Ship_241,11000.0
2025-04-22,Ship_251,23000.0
2025-04-22,Ship_244,240.0
2025-04-23,Ship_238,23000.0
2025-04-23,Ship_241,9067.0
2025-04-23,Ship_251,3312.0
2025-04-23,Ship_244,11000.0
2025-04-24,Ship_248,47000.0
2025-04-24,Ship_243,4316.0
2025-04-24,Ship_242,6334.0
2025-04-24,Ship_239,7786.0
2025-04-25,Ship_248,31868.0
2025-04-25,Ship_249,10916.0
2025-04-25,Ship_243,11000.0
2025-04-25,Ship_242,23000.0
2025-04-25,Ship_239,11000.0
2025-04-26,Ship_250,14107.0
2025-04-26,Ship_237,21797.0
2025-04-26,Ship_240,2651.0
2025-04-26,Ship_245,11000.0
2025-04-26,Ship_247,264.0
2025-04-27,Ship_250,23000.0
2025-04-27,Ship_237,21797.0
2025-04-27,Ship_245,3907.0
2025-04-27,Ship_247,23000.0
