Date,Ship,Value
2025-01-28,Ship_62,11795.0
2025-01-28,Ship_68,11000.0
2025-01-29,Ship_60,23000.0
2025-01-29,Ship_65,1497.0
2025-01-29,Ship_68,2491.0
2025-01-29,Ship_73,7270.0
2025-01-30,Ship_60,3862.0
2025-01-30,Ship_65,11000.0
2025-01-30,Ship_73,23000.0
2025-01-30,Ship_69,9577.0
2025-01-31,Ship_71,8114.0
2025-01-31,Ship_66,10570.0
2025-01-31,Ship_62,35000.0
2025-01-31,Ship_63,2319.0
2025-01-31,Ship_69,9577.0
2025-02-01,Ship_70,32369.0
2025-02-01,Ship_61,4219.0
2025-02-01,Ship_72,8684.0
2025-02-01,Ship_64,35000.0
2025-02-01,Ship_67,9037.5
2025-02-02,Ship_70,47000.0
2025-02-02,Ship_61,11000.0
2025-02-02,Ship_72,23000.0
2025-02-02,Ship_64,13709.0
2025-02-02,Ship_67,9037.5
