Date,Ship,Value
2025-06-23,Ship_376,7893.0
2025-06-24,Ship_372,4284.0
2025-06-24,Ship_376,3735.0
2025-06-24,Ship_367,4545.0
2025-06-25,Ship_372,4284.0
2025-06-25,Ship_367,23000.0
2025-06-25,Ship_377,26011.0
2025-06-26,Ship_366,23000.0
2025-06-26,Ship_374,8653.0
2025-06-26,Ship_375,11000.0
2025-06-27,Ship_378,10086.0
2025-06-27,Ship_366,17499.0
2025-06-27,Ship_369,2160.0
2025-06-27,Ship_375,9535.0
2025-06-28,Ship_370,35000.0
2025-06-28,Ship_377,47000.0
2025-06-28,Ship_368,7974.0
2025-06-28,Ship_371,11000.0
2025-06-28,Ship_379,32886.0
2025-06-29,Ship_370,21164.0
2025-06-29,Ship_368,11000.0
2025-06-29,Ship_373,8749.0
2025-06-29,Ship_379,32886.0
