Date,Ship,Value
2025-07-22,Ship_424,11000.0
2025-07-22,Ship_430,11000.0
2025-07-22,Ship_434,3991.0
2025-07-23,Ship_424,7768.0
2025-07-23,Ship_432,23000.0
2025-07-23,Ship_437,2804.0
2025-07-23,Ship_427,987.0
2025-07-24,Ship_423,12865.5
2025-07-24,Ship_426,23646.0
2025-07-24,Ship_432,4577.0
2025-07-24,Ship_437,23000.0
2025-07-24,Ship_427,11000.0
2025-07-25,Ship_423,12865.5
2025-07-25,Ship_426,23646.0
2025-07-25,Ship_431,11000.0
2025-07-25,Ship_429,11000.0
2025-07-25,Ship_435,4609.0
2025-07-26,Ship_436,11305.0
2025-07-26,Ship_433,10196.0
2025-07-26,Ship_422,17035.0
2025-07-26,Ship_429,5862.0
2025-07-27,Ship_436,23000.0
2025-07-27,Ship_428,9878.0
2025-07-27,Ship_433,23000.0
2025-07-27,Ship_422,17035.0
2025-07-27,Ship_425,2367.0
