Date,Ship,Value
2025-08-19,Ship_491,18959.0
2025-08-19,Ship_495,7348.0
2025-08-19,Ship_488,1408.0
2025-08-20,Ship_491,23000.0
2025-08-20,Ship_495,11000.0
2025-08-20,Ship_488,11000.0
2025-08-21,Ship_484,23000.0
2025-08-21,Ship_489,11000.0
2025-08-21,Ship_492,13782.0
2025-08-21,Ship_486,21673.0
2025-08-22,Ship_484,18495.0
2025-08-22,Ship_493,8505.0
2025-08-22,Ship_489,4406.0
2025-08-22,Ship_492,9812.0
2025-08-23,Ship_487,9586.0
2025-08-23,Ship_485,13714.0
2025-08-23,Ship_490,23000.0
2025-08-23,Ship_494,16093.5
2025-08-23,Ship_483,15032.5
2025-08-24,Ship_485,13714.0
2025-08-24,Ship_490,8801.0
2025-08-24,Ship_494,16093.5
2025-08-24,Ship_483,15032.5
