Date,Ship,Value
2025-11-10,Ship_660,8761.0
2025-11-11,Ship_673,11582.0
2025-11-11,Ship_657,11000.0
2025-11-11,Ship_663,22569.0
2025-11-11,Ship_664,11000.0
2025-11-11,Ship_668,11000.0
2025-11-12,Ship_660,11000.0
2025-11-12,Ship_673,11582.0
2025-11-12,Ship_663,1385.0
2025-11-12,Ship_668,4281.0
2025-11-13,Ship_670,34198.35
2025-11-13,Ship_662,23000.0
2025-11-13,Ship_658,9486.0
2025-11-13,Ship_665,8647.0
2025-11-14,Ship_670,20705.65
2025-11-14,Ship_671,8425.0
2025-11-14,Ship_659,22757.0
2025-11-14,Ship_662,6940.0
2025-11-14,Ship_666,7836.0
2025-11-15,Ship_661,2162.0
2025-11-15,Ship_672,18656.0
2025-11-15,Ship_658,11000.0
2025-11-15,Ship_667,6701.0
2025-11-15,Ship_669,3942.0
2025-11-16,Ship_672,18656.0
2025-11-16,Ship_669,11000.0
