Date,Ship,Value
2025-01-07,Ship_18,19944.0
2025-01-07,Ship_23,3783.0
2025-01-08,Ship_18,7807.0
2025-01-08,Ship_22,7818.0
2025-01-08,Ship_23,11000.0
2025-01-08,Ship_27,27955.0
2025-01-09,Ship_24,9536.5
2025-01-09,Ship_19,4600.0
2025-01-09,Ship_20,20483.0
2025-01-09,Ship_16,35000.0
2025-01-10,Ship_24,9536.5
2025-01-10,Ship_19,23000.0
2025-01-10,Ship_20,2666.0
2025-01-10,Ship_27,35000.0
2025-01-10,Ship_16,10309.0
2025-01-11,Ship_15,17348.0
2025-01-11,Ship_17,2238.0
2025-01-11,Ship_25,36281.0
2025-01-12,Ship_15,23000.0
2025-01-12,Ship_26,9151.0
2025-01-12,Ship_25,36281.0
2025-01-12,Ship_21,8611.0
