Date,Ship,Value
2025-03-18,Ship_175,23000.0
2025-03-18,Ship_163,724.0
2025-03-18,Ship_169,11000.0
2025-03-19,Ship_175,8104.0
2025-03-19,Ship_163,23000.0
2025-03-19,Ship_170,9795.0
2025-03-20,Ship_174,9554.0
2025-03-20,Ship_169,4276.0
2025-03-20,Ship_172,23000.0
2025-03-20,Ship_165,16898.0
2025-03-21,Ship_168,11000.0
2025-03-21,Ship_172,9166.0
2025-03-21,Ship_166,2363.0
2025-03-21,Ship_165,35000.0
2025-03-22,Ship_167,27482.0
2025-03-22,Ship_164,5813.0
2025-03-22,Ship_171,8773.0
2025-03-22,Ship_173,29222.0
2025-03-22,Ship_176,23000.0
2025-03-23,Ship_167,27482.0
2025-03-23,Ship_164,11000.0
2025-03-23,Ship_173,47000.0
2025-03-23,Ship_176,10907.0
