Date,Ship,Value
2025-05-20,Ship_304,8836.0
2025-05-20,Ship_297,19946.0
2025-05-21,Ship_301,7200.0
2025-05-21,Ship_304,8836.0
2025-05-21,Ship_308,17873.42
2025-05-21,Ship_295,23000.0
2025-05-22,Ship_308,29531.0
2025-05-22,Ship_295,3566.0
2025-05-22,Ship_300,13546.0
2025-05-22,Ship_299,26508.0
2025-05-22,Ship_305,27864.0
2025-05-23,Ship_308,17126.58
2025-05-23,Ship_297,27753.0
2025-05-23,Ship_300,13546.0
2025-05-23,Ship_299,35000.0
2025-05-23,Ship_305,47000.0
2025-05-24,Ship_298,2051.0
2025-05-24,Ship_303,10389.5
2025-05-24,Ship_306,6636.0
2025-05-24,Ship_296,3568.0
2025-05-24,Ship_302,6133.5
2025-05-25,Ship_307,4008.0
2025-05-25,Ship_303,10389.5
2025-05-25,Ship_296,11000.0
2025-05-25,Ship_302,6133.5
