Date,Ship,Value
2025-06-02,Ship_334,8936.0
2025-06-03,Ship_334,7517.0
2025-06-03,Ship_328,2864.0
2025-06-04,Ship_333,8566.0
2025-06-04,Ship_326,5938.0
2025-06-04,Ship_328,23000.0
2025-06-04,Ship_337,20124.0
2025-06-05,Ship_333,7938.0
2025-06-05,Ship_326,11000.0
2025-06-05,Ship_337,23000.0
2025-06-05,Ship_331,9146.0
2025-06-06,Ship_327,24870.0
2025-06-06,Ship_332,7419.0
2025-06-06,Ship_338,11841.5
2025-06-07,Ship_327,24870.0
2025-06-07,Ship_330,2653.0
2025-06-07,Ship_335,35000.0
2025-06-07,Ship_338,11841.5
2025-06-07,Ship_329,8363.0
2025-06-08,Ship_336,9411.0
2025-06-08,Ship_330,23000.0
2025-06-08,Ship_335,31406.0
2025-06-08,Ship_325,21292.0
2025-06-08,Ship_329,23000.0
