Date,Ship,Value
2025-09-08,Ship_536,1334.0
2025-09-09,Ship_539,4133.0
2025-09-09,Ship_526,15604.0
2025-09-09,Ship_530,2458.0
2025-09-09,Ship_538,23000.0
2025-09-10,Ship_541,23000.0
2025-09-10,Ship_530,23000.0
2025-09-10,Ship_538,13073.0
2025-09-10,Ship_527,5995.0
2025-09-11,Ship_536,11000.0
2025-09-11,Ship_542,23000.0
2025-09-11,Ship_527,11000.0
2025-09-12,Ship_526,18232.0
2025-09-12,Ship_534,9991.0
2025-09-12,Ship_542,6613.0
2025-09-12,Ship_529,2056.0
2025-09-12,Ship_535,5836.0
2025-09-13,Ship_540,3248.0
2025-09-13,Ship_528,23000.0
2025-09-13,Ship_531,23000.0
2025-09-13,Ship_532,21535.0
2025-09-13,Ship_535,11000.0
2025-09-14,Ship_533,5979.0
2025-09-14,Ship_528,618.0
2025-09-14,Ship_541,3792.0
2025-09-14,Ship_531,2767.0
2025-09-14,Ship_537,22100.0
