Date,Ship,Value
2025-10-21,Ship_622,6211.0
2025-10-21,Ship_627,11000.0
2025-10-22,Ship_619,23000.0
2025-10-22,Ship_625,10162.0
2025-10-22,Ship_627,2812.0
2025-10-23,Ship_618,10349.0
2025-10-23,Ship_623,11000.0
2025-10-23,Ship_628,35000.0
2025-10-23,Ship_621,14701.0
2025-10-24,Ship_618,23000.0
2025-10-24,Ship_629,9174.0
2025-10-24,Ship_628,27759.0
2025-10-24,Ship_621,35000.0
2025-10-25,Ship_619,15196.0
2025-10-25,Ship_626,5741.0
2025-10-25,Ship_630,35000.0
2025-10-25,Ship_620,2184.0
2025-10-26,Ship_626,11000.0
2025-10-26,Ship_630,20732.0
2025-10-26,Ship_624,6330.0
