Date,Ship,Value
2025-11-24,Ship_691,6272.0
2025-11-24,Ship_700,9341.0
2025-11-25,Ship_691,11000.0
2025-11-25,Ship_700,11000.0
2025-11-26,Ship_689,11000.0
2025-11-27,Ship_701,18064.0
2025-11-27,Ship_694,13220.0
2025-11-27,Ship_697,6342.0
2025-11-27,Ship_696,7680.5
2025-11-28,Ship_701,18064.0
2025-11-28,Ship_694,35000.0
2025-11-28,Ship_692,23000.0
2025-11-28,Ship_697,23000.0
2025-11-28,Ship_696,7680.5
2025-11-29,Ship_695,9345.0
2025-11-29,Ship_690,11000.0
2025-11-29,Ship_698,35000.0
2025-11-30,Ship_693,2114.0
2025-11-30,Ship_695,11000.0
2025-11-30,Ship_690,9253.0
2025-11-30,Ship_698,28572.0
2025-11-30,Ship_699,9434.0
