Date,Ship,Value
2025-12-15,Ship_730,9640.0
2025-12-16,Ship_730,5011.0
2025-12-16,Ship_734,3554.0
2025-12-16,Ship_744,14719.04
2025-12-17,Ship_734,23000.0
2025-12-17,Ship_738,8305.0
2025-12-17,Ship_739,19411.0
2025-12-17,Ship_744,16625.96
2025-12-18,Ship_742,4758.0
2025-12-18,Ship_741,23000.0
2025-12-18,Ship_732,23000.0
2025-12-18,Ship_737,6253.0
2025-12-19,Ship_736,2459.0
2025-12-19,Ship_739,11112.0
2025-12-19,Ship_745,11656.0
2025-12-19,Ship_732,15695.0
2025-12-19,Ship_733,2085.0
2025-12-20,Ship_736,23000.0
2025-12-20,Ship_745,11656.0
2025-12-20,Ship_731,1423.0
2025-12-20,Ship_740,12982.0
2025-12-21,Ship_731,23000.0
2025-12-21,Ship_735,22372.0
2025-12-21,Ship_740,23000.0
2025-12-21,Ship_743,3377.0
