Date,Ship,Value
2025-03-25,Ship_185,10266.0
2025-03-25,Ship_189,12854.0
2025-03-26,Ship_192,7376.0
2025-03-26,Ship_182,23000.0
2025-03-26,Ship_180,22045.0
2025-03-26,Ship_189,23000.0
2025-03-27,Ship_182,2282.0
2025-03-27,Ship_190,18535.0
2025-03-27,Ship_178,23000.0
2025-03-27,Ship_186,10080.0
2025-03-28,Ship_187,6479.0
2025-03-28,Ship_190,23000.0
2025-03-28,Ship_181,2347.0
2025-03-28,Ship_193,35000.0
2025-03-28,Ship_177,7432.0
2025-03-29,Ship_184,4564.0
2025-03-29,Ship_188,11167.0
2025-03-29,Ship_193,28873.0
2025-03-29,Ship_177,11000.0
2025-03-29,Ship_183,23000.0
2025-03-30,Ship_184,11000.0
2025-03-30,Ship_188,23000.0
2025-03-30,Ship_191,4046.0
2025-03-30,Ship_179,23000.0
2025-03-30,Ship_183,10676.0
