Date,Factory,Product,Value
2025-02-10,Factory_1,Product_1,10289.0
2025-02-10,Factory_1,Product_2,7028.0
2025-02-10,Factory_2,Product_3,445.0
2025-02-10,Factory_2,Product_4,8168.0
2025-02-10,Factory_3,Product_5,3879.0
2025-02-10,Factory_3,Product_6,3625.0
2025-02-10,Factory_4,Product_7,7342.0
2025-02-10,Factory_4,Product_8,1402.0
2025-02-10,Factory_5,Product_10,14166.0
2025-02-10,Factory_5,Product_9,2720.0
2025-02-11,Factory_1,Product_1,19705.0
2025-02-11,Factory_1,Product_2,16753.0
2025-02-11,Factory_2,Product_3,1009.0
2025-02-11,Factory_2,Product_4,16944.0
2025-02-11,Factory_3,Product_5,9522.0
2025-02-11,Factory_3,Product_6,7222.0
2025-02-11,Factory_4,Product_7,3637.0
2025-02-11,Factory_4,Product_8,17164.0
2025-02-11,Factory_5,Product_10,24391.0
2025-02-11,Factory_5,Product_9,4738.0
2025-02-12,Factory_1,Product_1,7156.0
2025-02-12,Factory_1,Product_2,28811.0
2025-02-12,Factory_2,Product_3,1547.0
2025-02-12,Factory_2,Product_4,22542.0
2025-02-12,Factory_3,Product_5,16912.0
2025-02-12,Factory_3,Product_6,10480.0
2025-02-12,Factory_4,Product_7,10039.0
2025-02-12,Factory_4,Product_8,10648.0
2025-02-12,Factory_5,Product_10,14815.0
2025-02-12,Factory_5,Product_9,7675.0
2025-02-13,Factory_1,Product_1,16381.0
2025-02-13,Factory_1,Product_2,27226.0
2025-02-13,Factory_2,Product_3,1976.0
2025-02-13,Factory_2,Product_4,12142.0
2025-02-13,Factory_3,Product_6,13819.0
2025-02-13,Factory_4,Product_7,17113.0
2025-02-13,Factory_4,Product_8,10559.0
2025-02-13,Factory_5,Product_10,6227.0
2025-02-13,Factory_5,Product_9,9918.0
2025-02-14,Factory_1,Product_1,25921.0
2025-02-14,Factory_1,Product_2,3414.0
2025-02-14,Factory_2,Product_3,2506.0
2025-02-14,Factory_2,Product_4,16503.0
2025-02-14,Factory_3,Product_5,5758.0
2025-02-14,Factory_3,Product_6,16706.0
2025-02-14,Factory_4,Product_7,25903.0
2025-02-14,Factory_4,Product_8,5499.0
2025-02-14,Factory_5,Product_10,19932.0
2025-02-14,Factory_5,Product_9,7130.0
2025-02-15,Factory_1,Product_1,16908.0
2025-02-15,Factory_1,Product_2,4047.0
2025-02-15,Factory_2,Product_3,2532.0
2025-02-15,Factory_2,Product_4,7649.0
2025-02-15,Factory_3,Product_5,6067.0
2025-02-15,Factory_3,Product_6,9377.0
2025-02-15,Factory_4,Product_7,15230.0
2025-02-15,Factory_4,Product_8,6182.0
2025-02-15,Factory_5,Product_10,20622.0
2025-02-15,Factory_5,Product_9,1652.0
2025-02-16,Factory_1,Product_1,6266.0
2025-02-16,Factory_1,Product_2,4700.0
2025-02-16,Factory_2,Product_3,290.0
2025-02-16,Factory_2,Product_4,8243.0
2025-02-16,Factory_3,Product_5,6391.0
2025-02-16,Factory_3,Product_6,1710.0
2025-02-16,Factory_4,Product_7,15524.0
2025-02-16,Factory_4,Product_8,6962.0
2025-02-16,Factory_5,Product_10,10094.0
2025-02-16,Factory_5,Product_9,1765.0
