Date,Factory,Product,Value
2025-08-25,Factory_1,Product_1,5798.0
2025-08-25,Factory_1,Product_2,9986.0
2025-08-25,Factory_2,Product_3,476.0
2025-08-25,Factory_2,Product_4,11910.0
2025-08-25,Factory_3,Product_5,5013.0
2025-08-25,Factory_3,Product_6,3409.0
2025-08-25,Factory_4,Product_7,5415.0
2025-08-25,Factory_4,Product_8,13272.0
2025-08-25,Factory_5,Product_10,9876.0
2025-08-25,Factory_5,Product_9,2105.0
2025-08-26,Factory_1,Product_1,11933.0
2025-08-26,Factory_1,Product_2,16970.0
2025-08-26,Factory_2,Product_3,978.0
2025-08-26,Factory_2,Product_4,27141.0
2025-08-26,Factory_3,Product_5,8206.0
2025-08-26,Factory_3,Product_6,7103.0
2025-08-26,Factory_4,Product_7,10283.0
2025-08-26,Factory_4,Product_8,28248.0
2025-08-26,Factory_5,Product_10,19341.0
2025-08-26,Factory_5,Product_9,4243.0
2025-08-27,Factory_1,Product_1,14286.0
2025-08-27,Factory_1,Product_2,27060.0
2025-08-27,Factory_2,Product_3,1368.0
2025-08-27,Factory_2,Product_4,22382.0
2025-08-27,Factory_3,Product_5,13278.0
2025-08-27,Factory_3,Product_6,3173.0
2025-08-27,Factory_4,Product_7,5428.0
2025-08-27,Factory_4,Product_8,40693.0
2025-08-27,Factory_5,Product_10,21083.0
2025-08-27,Factory_5,Product_9,5994.0
2025-08-28,Factory_1,Product_1,20619.0
2025-08-28,Factory_1,Product_2,11940.0
2025-08-28,Factory_2,Product_3,1755.0
2025-08-28,Factory_2,Product_4,16665.0
2025-08-28,Factory_3,Product_5,19567.0
2025-08-28,Factory_4,Product_7,10883.0
2025-08-28,Factory_4,Product_8,23706.0
2025-08-28,Factory_5,Product_10,13242.0
2025-08-28,Factory_5,Product_9,8030.0
2025-08-29,Factory_1,Product_1,27169.0
2025-08-29,Factory_1,Product_2,3698.0
2025-08-29,Factory_2,Product_3,202.0
2025-08-29,Factory_2,Product_4,28151.0
2025-08-29,Factory_3,Product_5,24122.0
2025-08-29,Factory_3,Product_6,2691.0
2025-08-29,Factory_4,Product_7,16308.0
2025-08-29,Factory_4,Product_8,4452.0
2025-08-29,Factory_5,Product_10,25168.0
2025-08-29,Factory_5,Product_9,1075.0
2025-08-30,Factory_1,Product_1,4669.0
2025-08-30,Factory_1,Product_2,4064.0
2025-08-30,Factory_2,Product_3,223.0
2025-08-30,Factory_2,Product_4,16858.5
2025-08-30,Factory_3,Product_5,24376.0
2025-08-30,Factory_3,Product_6,2811.0
2025-08-30,Factory_4,Product_7,5639.0
2025-08-30,Factory_4,Product_8,5229.0
2025-08-30,Factory_5,Product_10,14901.0
2025-08-30,Factory_5,Product_9,1163.0
2025-08-31,Factory_1,Product_1,5231.0
2025-08-31,Factory_1,Product_2,4560.0
2025-08-31,Factory_2,Product_3,241.0
2025-08-31,Factory_2,Product_4,5487.0
2025-08-31,Factory_3,Product_5,2965.0
2025-08-31,Factory_3,Product_6,2975.0
2025-08-31,Factory_4,Product_7,4293.0
2025-08-31,Factory_4,Product_8,5814.0
2025-08-31,Factory_5,Product_10,7570.0
2025-08-31,Factory_5,Product_9,1246.0
