Date,Ship,Value
2025-08-26,Ship_505,1615.0
2025-08-27,Ship_502,7248.0
2025-08-27,Ship_505,11000.0
2025-08-27,Ship_509,10347.0
2025-08-27,Ship_496,8013.0
2025-08-27,Ship_500,15228.0
2025-08-28,Ship_509,23000.0
2025-08-28,Ship_497,23000.0
2025-08-28,Ship_500,15228.0
2025-08-28,Ship_503,6412.0
2025-08-28,Ship_506,30212.0
2025-08-29,Ship_507,8635.0
2025-08-29,Ship_497,17888.0
2025-08-29,Ship_498,2087.0
2025-08-29,Ship_506,35000.0
2025-08-30,Ship_496,23000.0
2025-08-30,Ship_499,11867.5
2025-08-30,Ship_504,11000.0
2025-08-30,Ship_508,11000.0
2025-08-31,Ship_501,21692.0
2025-08-31,Ship_499,11867.5
2025-08-31,Ship_504,1711.0
2025-08-31,Ship_508,7976.0
