Date,Factory,Product,Value
2025-09-01,Factory_1,Product_1,6443.0
2025-09-01,Factory_1,Product_2,8165.0
2025-09-01,Factory_2,Product_3,487.0
2025-09-01,Factory_2,Product_4,9095.0
2025-09-01,Factory_3,Product_5,4753.0
2025-09-01,Factory_3,Product_6,3430.0
2025-09-01,Factory_4,Product_8,11947.0
2025-09-01,Factory_5,Product_10,13098.0
2025-09-01,Factory_5,Product_9,1585.0
2025-09-02,Factory_1,Product_1,13821.0
2025-09-02,Factory_1,Product_2,15660.0
2025-09-02,Factory_2,Product_4,23571.0
2025-09-02,Factory_3,Product_5,9197.0
2025-09-02,Factory_3,Product_6,6172.0
2025-09-02,Factory_4,Product_7,6406.0
2025-09-02,Factory_4,Product_8,20631.0
2025-09-02,Factory_5,Product_10,22871.0
2025-09-02,Factory_5,Product_9,3820.0
2025-09-03,Factory_1,Product_1,11023.0
2025-09-03,Factory_1,Product_2,25925.0
2025-09-03,Factory_2,Product_3,351.0
2025-09-03,Factory_2,Product_4,11839.0
2025-09-03,Factory_3,Product_5,12401.0
2025-09-03,Factory_3,Product_6,9549.0
2025-09-03,Factory_4,Product_7,13282.0
2025-09-03,Factory_4,Product_8,14853.0
2025-09-03,Factory_5,Product_10,26953.0
2025-09-03,Factory_5,Product_9,5944.0
2025-09-04,Factory_1,Product_1,20840.0
2025-09-04,Factory_1,Product_2,19704.0
2025-09-04,Factory_2,Product_3,822.0
2025-09-04,Factory_2,Product_4,12836.0
2025-09-04,Factory_3,Product_5,17728.0
2025-09-04,Factory_3,Product_6,4562.0
2025-09-04,Factory_4,Product_7,7814.0
2025-09-04,Factory_4,Product_8,24594.0
2025-09-04,Factory_5,Product_10,27540.0
2025-09-04,Factory_5,Product_9,8149.0
2025-09-05,Factory_1,Product_1,27476.0
2025-09-05,Factory_1,Product_2,5107.0
2025-09-05,Factory_2,Product_3,1327.0
2025-09-05,Factory_2,Product_4,17963.0
2025-09-05,Factory_3,Product_5,1412.0
2025-09-05,Factory_3,Product_6,6855.0
2025-09-05,Factory_4,Product_7,14838.0
2025-09-05,Factory_4,Product_8,31262.0
2025-09-05,Factory_5,Product_10,41308.0
2025-09-05,Factory_5,Product_9,1336.0
2025-09-06,Factory_1,Product_1,16851.0
2025-09-06,Factory_1,Product_2,5670.0
2025-09-06,Factory_2,Product_3,1351.0
2025-09-06,Factory_2,Product_4,7490.0
2025-09-06,Factory_3,Product_5,1618.0
2025-09-06,Factory_3,Product_6,7001.0
2025-09-06,Factory_4,Product_7,15193.0
2025-09-06,Factory_4,Product_8,8803.0
2025-09-06,Factory_5,Product_10,27507.0
2025-09-06,Factory_5,Product_9,1443.0
2025-09-07,Factory_1,Product_1,10348.0
2025-09-07,Factory_1,Product_2,6102.0
2025-09-07,Factory_2,Product_3,1376.0
2025-09-07,Factory_2,Product_4,8005.0
2025-09-07,Factory_3,Product_5,1865.0
2025-09-07,Factory_3,Product_6,1977.0
2025-09-07,Factory_4,Product_7,4632.0
2025-09-07,Factory_4,Product_8,9420.0
2025-09-07,Factory_5,Product_10,5132.0
2025-09-07,Factory_5,Product_9,1514.0
