Date,Factory,Product,Value
2025-01-20,Factory_1,Product_1,8364.0
2025-01-20,Factory_1,Product_2,6857.0
2025-01-20,Factory_2,Product_3,604.0
2025-01-20,Factory_2,Product_4,12977.0
2025-01-20,Factory_3,Product_5,4836.0
2025-01-20,Factory_3,Product_6,3472.0
2025-01-20,Factory_4,Product_7,7182.0
2025-01-20,Factory_4,Product_8,13180.0
2025-01-20,Factory_5,Product_10,12770.0
2025-01-20,Factory_5,Product_9,2253.0
2025-01-21,Factory_1,Product_1,9536.0
2025-01-21,Factory_1,Product_2,17453.0
2025-01-21,Factory_2,Product_3,1049.0
2025-01-21,Factory_2,Product_4,2326.0
2025-01-21,Factory_3,Product_5,1972.0
2025-01-21,Factory_3,Product_6,7453.0
2025-01-21,Factory_4,Product_7,14373.0
2025-01-21,Factory_4,Product_8,10953.0
2025-01-21,Factory_5,Product_10,27955.0
2025-01-21,Factory_5,Product_9,4959.0
2025-01-22,Factory_1,Product_1,7880.0
2025-01-22,Factory_1,Product_2,27234.0
2025-01-22,Factory_2,Product_3,1633.0
2025-01-22,Factory_2,Product_4,13149.0
2025-01-22,Factory_3,Product_5,6357.0
2025-01-22,Factory_3,Product_6,11134.0
2025-01-22,Factory_4,Product_7,21457.0
2025-01-22,Factory_4,Product_8,3281.0
2025-01-22,Factory_5,Product_10,24037.0
2025-01-22,Factory_5,Product_9,7283.0
2025-01-23,Factory_1,Product_1,17301.0
2025-01-23,Factory_1,Product_2,27503.0
2025-01-23,Factory_2,Product_3,2201.0
2025-01-23,Factory_2,Product_4,17762.0
2025-01-23,Factory_3,Product_5,12160.0
2025-01-23,Factory_3,Product_6,4383.0
2025-01-23,Factory_4,Product_7,27957.0
2025-01-23,Factory_5,Product_10,15209.0
2025-01-23,Factory_5,Product_9,9711.0
2025-01-24,Factory_1,Product_1,26761.0
2025-01-24,Factory_1,Product_2,30142.0
2025-01-24,Factory_2,Product_3,2755.0
2025-01-24,Factory_2,Product_4,6656.0
2025-01-24,Factory_3,Product_5,17848.0
2025-01-24,Factory_3,Product_6,2228.0
2025-01-24,Factory_4,Product_7,10562.0
2025-01-24,Factory_4,Product_8,16654.0
2025-01-24,Factory_5,Product_10,31382.0
2025-01-24,Factory_5,Product_9,6186.0
2025-01-25,Factory_1,Product_1,27349.0
2025-01-25,Factory_1,Product_2,7682.0
2025-01-25,Factory_2,Product_3,2786.0
2025-01-25,Factory_2,Product_4,7244.0
2025-01-25,Factory_3,Product_5,7100.0
2025-01-25,Factory_3,Product_6,2401.0
2025-01-25,Factory_4,Product_7,2614.0
2025-01-25,Factory_4,Product_8,17550.0
2025-01-25,Factory_5,Product_10,9168.0
2025-01-25,Factory_5,Product_9,6277.0
2025-01-26,Factory_1,Product_1,4899.0
2025-01-26,Factory_1,Product_2,8272.0
2025-01-26,Factory_2,Product_3,351.0
2025-01-26,Factory_2,Product_4,8020.0
2025-01-26,Factory_3,Product_5,2636.0
2025-01-26,Factory_3,Product_6,2590.0
2025-01-26,Factory_4,Product_7,2934.0
2025-01-26,Factory_4,Product_8,7159.0
2025-01-26,Factory_5,Product_10,9848.0
2025-01-26,Factory_5,Product_9,1478.0
