Date,Ship,Value
2025-05-26,Ship_320,16857.0
2025-05-27,Ship_322,4016.0
2025-05-27,Ship_318,7049.0
2025-05-28,Ship_310,11000.0
2025-05-28,Ship_320,23000.0
2025-05-28,Ship_324,23000.0
2025-05-29,Ship_310,5484.0
2025-05-29,Ship_318,11000.0
2025-05-29,Ship_324,19424.0
2025-05-29,Ship_315,8411.0
2025-05-30,Ship_313,25831.48
2025-05-30,Ship_314,12907.5
2025-05-30,Ship_319,23000.0
2025-05-30,Ship_309,22690.0
2025-05-30,Ship_323,2378.0
2025-05-31,Ship_311,16680.0
2025-05-31,Ship_313,25180.52
2025-05-31,Ship_314,12907.5
2025-05-31,Ship_317,11000.0
2025-05-31,Ship_323,23000.0
2025-06-01,Ship_311,35000.0
2025-06-01,Ship_321,5419.0
2025-06-01,Ship_312,2265.0
2025-06-01,Ship_316,9504.0
