Date,Ship,Value
2025-04-29,Ship_261,6175.0
2025-04-29,Ship_253,13899.44
2025-04-29,Ship_257,22301.0
2025-04-30,Ship_261,11000.0
2025-04-30,Ship_253,14718.56
2025-05-01,Ship_262,38442.0
2025-05-01,Ship_252,6135.0
2025-05-01,Ship_256,23000.0
2025-05-02,Ship_262,38442.0
2025-05-02,Ship_264,30311.0
2025-05-02,Ship_258,22927.0
2025-05-02,Ship_252,11000.0
2025-05-02,Ship_256,15825.0
2025-05-03,Ship_260,8565.0
2025-05-03,Ship_264,30311.0
2025-05-03,Ship_254,25312.0
2025-05-03,Ship_259,11000.0
2025-05-04,Ship_255,2603.0
2025-05-04,Ship_260,8565.0
2025-05-04,Ship_254,25312.0
2025-05-04,Ship_259,7166.0
2025-05-04,Ship_263,10298.0
