Date,Ship,Value
2025-01-13,Ship_29,9882.0
2025-01-14,Ship_32,23000.0
2025-01-14,Ship_29,6455.0
2025-01-14,Ship_42,9403.0
2025-01-15,Ship_32,5423.0
2025-01-15,Ship_34,5793.0
2025-01-15,Ship_42,23000.0
2025-01-16,Ship_34,11000.0
2025-01-16,Ship_28,2401.0
2025-01-16,Ship_41,17969.0
2025-01-16,Ship_38,31886.0
2025-01-17,Ship_35,10546.0
2025-01-17,Ship_28,23000.0
2025-01-17,Ship_41,23000.0
2025-01-17,Ship_31,2162.0
2025-01-17,Ship_38,35000.0
2025-01-18,Ship_30,23000.0
2025-01-18,Ship_39,6202.0
2025-01-18,Ship_37,23000.0
2025-01-18,Ship_33,23000.0
2025-01-18,Ship_36,3421.0
2025-01-19,Ship_30,19858.0
2025-01-19,Ship_37,11925.0
2025-01-19,Ship_33,5542.0
2025-01-19,Ship_36,11000.0
2025-01-19,Ship_40,4176.0
